simulation_number,Raw influent flow,Final effluent flow,Wastage flow,Total cycle flow,External recycle flow,Split internal ratio,Internal recycle flow
2,13359.05587512347,13215.520270544355,143.53560457911613,20062.631653908626,3330.638796469981,0.1681203672859481,3372.9370064324
3,13173.839084184747,12441.641145248163,732.1979389365764,31346.168976376543,10284.62884914646,0.25163206005607647,7887.701084931374
4,2004.9505769457364,1917.5363925851975,87.4141843605366,4617.181023256491,2022.1423080792256,0.12780268737059863,590.0881435252634
5,2819.35418662991,2575.331283022721,244.02290360718592,18689.01096214924,11006.945289298043,0.26019094936370485,4862.711511483223
6,3403.28169006267,3084.02969043905,319.25199962361955,29727.441592794996,11705.878912479684,0.4917436629838708,14618.28104874172
7,7024.288253540807,6504.635862470667,519.6523910701344,14865.366523283194,7471.954171883216,0.024831147765269623,369.12411310306044
8,4038.8831541459954,3324.852907839975,714.0302463060181,34437.33101392222,17909.822235988093,0.3626478966438079,12488.625677820015
9,5789.085891768949,5337.2051937434535,451.8806980254867,37867.5405700537,13770.730976325925,0.48346746221761305,18307.723775269867
10,5183.161179454998,4452.668066203489,730.4931132515114,18529.35676137031,7005.374621617893,0.34220405276269555,6340.8209884662665
11,15273.290234899201,14731.688044140303,541.6021907588897,36189.06951602391,12619.13757320115,0.22925822230491483,8296.64175487711
12,4134.715875849888,3613.266377017324,521.4494988325624,9162.755620220652,3477.5032471640657,0.16922163709656096,1550.536508235819
1,18380.67637870658,18148.606863698646,232.06951500791482,60155.07994482015,12716.758667273838,0.48304557130751363,29057.645015204085
2,2266.1318639822684,1504.681784592265,761.4500793900024,12663.435442803677,9359.560599883189,0.08194798293786698,1037.7429927320304
3,6781.270149604535,6119.423612014516,661.8465375900184,31873.38486867607,16167.15360345291,0.28001296957522426,8924.961159888007
4,7407.358305173732,6680.613909720227,726.7443954535,10973.05509268877,1343.5954570677068,0.20250525698179983,2222.1013442067388
5,14691.871503982762,14179.75603014533,512.1154738374271,27501.66785015826,11572.638767550785,0.044984821024927846,1237.1576074218137
6,7305.695272265492,7185.942740115313,119.75253215017764,37248.15991630637,19739.431342718133,0.2739204664471024,10203.033352623128
7,5168.206602639426,4748.659060328086,419.54754231133415,33081.93185834753,12291.376423693606,0.4722320610534254,15622.34889469722
8,12619.177985032386,11956.038575763128,663.1394092692544,49238.877940827144,17715.147100365277,0.38393549356236184,18904.552935354342
9,3500.7125169265855,3343.481420620523,157.23109630605558,30154.81600976126,16446.465460917494,0.33850772157812975,10207.638077503218
10,6957.989585507276,6729.230452717382,228.7591327898807,32449.70271620357,18127.20014978092,0.22695163273984786,7364.513022891661
11,1262.795188920774,563.0314100019607,699.7637789188138,15010.465827605067,13635.124138491168,0.007497869586206352,112.5465153169865
12,19259.50596007673,18492.27377559363,767.2321844831017,44584.3737220758,19404.090601745003,0.13279938037812528,5920.777211665896
13,8311.005242006959,8054.090845816214,256.91439619073776,26492.92421151172,11270.539581746527,0.26087642719515347,6911.3794236019285
14,7992.308608597923,7870.083878998082,122.22472959983376,31371.951366207522,19335.509372586755,0.12890920839406106,4044.133421037401
15,3094.45939247711,2413.2870887421377,681.1723037349702,15524.934531734167,7839.874349230879,0.2956921200645045,4590.600812068998
16,16733.63688908791,16030.23551197262,703.4013771152794,35165.726999545455,14026.32013515707,0.12528590722788563,4405.770015503016
17,18765.07282902794,18187.88167415354,577.1911548744006,47314.92846611407,17729.422696302798,0.22868961951084033,10820.433002126889
18,2630.826218321342,2273.841472800448,356.9847455208896,26729.33134266549,17254.867548991057,0.2560347475343902,6843.637611281289
19,12833.88870651782,12062.50143293725,771.3872735805577,15689.291397117191,1635.0900047211421,0.07777997556930732,1220.3127028907513
20,6246.603786270258,5949.2316949016895,297.37209136856177,15050.850185278554,7573.8596944537985,0.0817486523657518,1230.3867209452708
21,9347.14449594804,9129.069979543601,218.07451640442335,22788.606006891263,10132.890611090012,0.14518531417153424,3308.5709265123305
22,13633.910140518561,13463.187517768716,170.7226227498313,21330.071771262126,2861.8274816316452,0.2266440648809847,4834.334176693103
23,12108.248903709231,11367.73657538202,740.5123283272096,17936.29710958307,4407.293602610569,0.07921114444745014,1420.7546227425419
24,6686.6435036549165,6257.508306383967,429.1351972709482,25119.036898972237,11121.49925125253,0.29104993947769375,7310.894179496108
25,10018.27521376364,9593.300547892311,424.97466587132936,38540.662340047136,13450.256958505262,0.3910708662278911,15072.130231070758
26,10443.818647403972,9724.687405183307,719.1312422206558,42483.626122678295,11180.003318688852,0.4910080918901099,20859.804240051668
27,9024.714312894583,8851.488362521915,173.22595037266706,20004.812639992702,8406.482636149707,0.1286498282822291,2573.615713906822
28,6440.6065614714535,6203.778603408802,236.8279580626447,23331.39513787418,12599.26745891051,0.18393761348017834,4291.5211460824285
29,5531.4953209518035,4816.759115559198,714.7362053926065,31047.56332411174,19826.53306698584,0.18325222201264119,5689.534974187746
30,15850.334703525516,15391.869960121017,458.4647434044874,25054.525637682254,6104.663885590222,0.12371126551920514,3099.5270771581463
31,2342.0606589744216,2121.826347760844,220.23431121357874,9824.487514878909,6178.955522089351,0.13267575959209593,1303.4713451424873
32,3365.2101994076806,2577.7360243743888,787.4741750332848,37099.08061245731,19156.163748472118,0.39293983734954385,14577.706725690194
33,3318.802210943723,3176.508911689523,142.29329925419634,31849.406960744385,18168.185924566995,0.3253567286152345,10362.41887244292
34,11598.880505475316,11478.89131307928,119.98919239603312,16787.467524380907,4623.781635154279,0.033644467202601946,564.8054011232482
35,19459.91645342406,19002.95022290921,456.9662305148376,41991.728636565094,11542.18551641764,0.2617093190858948,10989.626723600348
36,11845.826008346477,11430.631345314907,415.19466303156094,23309.023633763332,6812.036318683386,0.19954337869842143,4651.161335853123
37,3671.769545446555,3513.0920201098224,158.67752533673453,39767.16324861168,19265.20678982392,0.4232181925547816,16830.18698228785
38,18054.44520013215,18002.430141499324,52.01505863283488,56773.47705668031,17632.858854506045,0.3714088717477005,21086.173092360736
39,7472.131322997341,7087.6788288276175,384.4524941697234,22961.83672441262,8666.423844193501,0.29715748187204993,6823.281589891736
40,7126.024860953419,6591.041733568387,534.9831273850291,30696.294412612493,17809.846676517158,0.18765857625705357,5760.422912929344
41,3865.095590401739,3604.7032150565346,260.3923753452049,14793.932854551793,5718.229632954139,0.35221247096485564,5210.607654033547
42,13788.487799214838,13173.053252982892,615.4345462319263,15262.18827832087,1243.7919865566578,0.015063928161476947,229.90850804498564
43,7767.938448394723,7608.551788558466,159.38665983625566,29911.445763774853,17578.000575587885,0.152634105544737,4565.506775091569
44,2766.4468818102227,2266.3359094721845,500.1109723380369,22220.087008347586,19088.422891628838,0.01643635585186548,365.21725749993453
45,14504.475695006222,14061.56690799462,442.90878701159613,34887.28716464643,7256.356809748639,0.37625323610947736,13126.454715823369
46,8322.202467510338,7721.9863549210895,600.2161125892394,10434.790707162558,1934.320037561952,0.017084023774687873,178.2682127064238
47,15560.806215604956,15277.274980837488,283.5312347674593,23031.855587685775,6708.154411980829,0.03312347024005019,762.8949839208736
48,9998.631685944521,9554.211876794769,444.4198091497426,13364.446168171195,2690.467106430579,0.05053313700113887,675.3473898718312
49,1627.8731609598888,987.4233889280858,640.4497720318016,8905.93914812381,6213.561050577493,0.11952753413059464,1064.5049467013828
50,6738.583248217378,6674.168308287202,64.41493993016361,29368.382044842314,12927.676180933575,0.3303594535867062,9702.122659548286
51,6342.132744024662,5992.717134438896,349.4156095857601,12337.457407982014,2671.759664175602,0.269388165017611,3323.5650166682235
52,2023.7565458238746,1645.1476421588006,378.60890366507374,15263.099540636338,10448.954100099641,0.18281928271166775,2790.388913390573
53,6895.381393327869,6607.8971913758005,287.4842019520604,18234.627830475107,3304.2064155226344,0.4406473285092475,8035.040054224111
54,16437.9757544867,16149.762619556575,288.21313493010894,24657.58414357556,5928.733515054533,0.09290751621702531,2290.874901217425
55,8454.204396053236,8014.888033121337,439.316362931895,23142.436635582584,13617.949462598448,0.046247627980008255,1070.282801195518
56,4150.539700974611,3518.4219828846017,632.1177180900042,17988.57436261076,13099.731073784835,0.04104291929739873,738.3036066097917
57,9252.48771036748,8814.7821853092,437.7055250582703,16659.5874993479,1218.0749209557844,0.37149928741791943,6189.0248945315025
58,16630.3344685399,16184.184475261423,446.14999327847363,48573.02926739195,15901.531183957173,0.3302483683931292,16041.163687418812
59,8868.165838095752,8212.444225816134,655.7216122796193,46148.1236333289,19125.066720986284,0.39340475172176315,18154.89115032416
60,17535.381900118704,16969.185018399214,566.1968817194768,63590.823890761036,17558.59983320182,0.44812821217703347,28496.842272668026
61,2180.093713668389,2076.8906595607564,103.20305410763194,17320.570076582022,14810.195701693125,0.01906869560763652,330.2806788777814
62,3597.22934550754,3258.9987278815097,338.2306176260317,6550.97644500531,2677.5772585477166,0.042157050909806204,276.16984778935483
63,13250.552889740891,12480.407891923218,770.1449978176613,20310.44357229784,6368.459106730335,0.03404315586096429,691.4315968528551
64,4908.9360626245325,4297.937232384907,610.9988302396257,19513.721555688528,9797.751522378529,0.24634122079075527,4807.033996577451
65,3293.0776236321963,3020.3473447624847,272.7302788697112,7527.852816242434,3899.9454797338735,0.04447878147694029,334.82972075463266
66,19246.424977905135,19093.65670354074,152.76827436438057,37870.42566804868,7124.077164979572,0.30366501987161176,11499.923579549326
67,8436.918710114256,7913.627539616523,523.2911704977261,26407.980196844277,16345.636975012043,0.06155050579446414,1625.4245398579887
68,16116.065700903444,15672.56234791322,443.5033529902187,54733.67376201647,13226.58126206218,0.4639013811531345,25391.026901147106
69,11050.896176078295,10272.05296985373,778.8432062245654,35929.2892967627,14824.403290278357,0.2798271288722992,10053.989880295856
70,4533.989237489223,4111.9644408369495,422.0247966522709,8851.743927434405,4287.667601311678,0.0033990022454217783,30.087097515437836
71,12480.758440774194,12236.475072142635,244.28336863154817,39066.150018206776,11142.993050393343,0.39528846735366696,15442.398591642173
72,10404.597688979797,10144.989586344618,259.60810263517146,25749.103227598775,11593.071423328902,0.14569183663912078,3751.434145430373
73,4311.4930539752495,3568.0486740182205,743.4443799570266,19315.67156605649,5651.205391866487,0.48421682402005856,9352.973157663964
74,3131.9380134591743,2556.279562223089,575.6584512360835,20457.8920128282,15216.534027488979,0.10311032979425355,2109.41999468987
75,3412.362714664334,2801.9714039570426,610.3913107072907,31472.635753889863,13101.962816625517,0.47527987077548384,14958.310282579858
76,17289.868719247777,16719.339863980204,570.5288552675717,27811.318503537674,7737.823084852048,0.10008970724976896,2783.626730342394
77,7340.50428218759,6931.384204022613,409.1200781649754,19874.856740812673,10901.553611991249,0.08215399425525238,1632.7988682876348
78,8245.383251761046,7848.06729455071,397.31595721033295,14484.759508614803,4012.6763382321656,0.1537270903104757,2226.6999357375344
79,12566.942983441453,11903.036948221159,663.9060352202906,18265.299235704773,1520.2379002587345,0.22874623165781777,4178.118375687191
80,18898.20511046502,18328.30003606589,569.9050743991314,73922.71661736503,18348.94263848977,0.49613394394271454,36675.569015121306
81,1500.9134074252856,928.3467985530497,572.5666088722353,11599.540959190068,4876.008009540747,0.45024364086458163,5222.619563323456
82,8778.25093190893,8536.339713981291,241.91121792763693,41079.773373595206,12228.521524987069,0.488634656652738,20073.00099703271
83,16869.40622794586,16689.492303383417,179.91392456244148,39363.26982037716,8860.878505402457,0.34633772012849223,13632.985147248417
84,18891.405512399942,18840.36098462094,51.04452777899364,47885.11356491489,9438.154602771017,0.4083848202869727,19555.55353068356
85,7851.163096273879,7667.876298858116,183.28679741576454,44425.230908897865,19944.22486269449,0.3743332933588413,16629.843020934117
86,3596.6861869268873,3155.467232934642,441.21895399224314,11359.399517253594,2188.9681673790355,0.49067251889866237,5573.745185250411
87,4557.447602753935,4342.327697253544,215.11990550038024,33651.10271588408,19557.074259426543,0.28339579145063865,9536.58090066272
88,17198.069238947843,16516.232206488865,681.8370324589812,50020.67225893444,15132.784650300438,0.3536501534432529,17689.818447075628
89,13822.044248161616,13447.973769436812,374.07047872479797,31951.688188955963,15260.978459174858,0.0897813441532872,2868.665516722799
90,5194.394422073896,4682.389560973148,512.0048611007444,24826.40953639125,15237.595465030874,0.17700584805351838,4394.4196794524405
91,1672.508762667013,1280.3952074050362,392.1135552619776,29948.013872427753,18417.978355885756,0.32915460857651496,9857.526798517181
92,14739.021963005693,14616.352527028583,122.66943597711125,45869.14978715747,13711.30897994708,0.37975020184374114,17418.81891815739
93,4361.799700103321,3671.401345350906,690.3983547524123,25392.380186535167,13598.334849517712,0.2926959035627395,7432.245672814359
94,14994.974516925695,14294.540786844731,700.4337300809466,50755.50383499057,13785.50328220224,0.43295848580402974,21975.026125371947
95,7461.609233862221,7003.024480326911,458.5847535353032,23914.0409304747,16317.245234452907,0.005653017257377824,135.1864862095681
96,7923.531080640369,7732.01133842452,191.51974221584248,21773.741400874485,6180.67177349176,0.35223797450850913,7669.538580356149
97,15010.522354948369,14360.751986651097,649.7703682972588,40396.21754426716,8063.033458002642,0.4288189049563804,17322.661802040147
98,14200.017510062247,13971.45885892515,228.55865113708978,57970.14266253017,19982.321291199423,0.4103457888264648,23787.803959580582
99,13408.709323709221,12645.661515074575,763.0478086346411,45124.339249318175,14562.045059055004,0.3801404119604361,17153.58493935163
100,14607.566986651751,14398.720429895842,208.84655675589664,22667.934538935493,1757.2959346533717,0.27806113651298303,6303.071649029056
101,3625.761330404796,3283.43118307897,342.33014732581825,28517.169789321,13296.070317727472,0.4066090097779646,11595.338189246706
102,3778.5541578031243,3186.6078440799356,591.9463137231852,29652.891373107374,17092.318446601625,0.29616062352422234,8782.018810832813
103,16482.5443278002,15821.132947387141,661.4113804130639,43578.554744820925,16814.463008028237,0.2359313546026432,10281.54746602736
104,17679.063376099508,17595.719285295145,83.34409080435904,48775.48593598295,15754.89789501892,0.3145335083647451,15341.524736021129
105,18506.295953269964,18355.776535212342,150.51941805762,28828.869753747495,7282.136839027657,0.10546500838394857,3040.4369936776407
106,11704.087921306982,11333.767346598635,370.32057470834195,24904.452814763084,11423.459694788848,0.0713488963916677,1776.905225485133
107,7427.277291580388,6983.01499210698,444.26229947340823,14701.835724767887,5610.13458800588,0.11321197509229641,1664.4238617603687
108,12262.108296588649,12017.573514321659,244.53478226698397,36518.0373290246,18567.19293568736,0.15577880273278571,5688.736140005069
109,12645.240523080058,12355.678832637092,289.56169044294046,22855.81217394359,9230.72164083103,0.04287093477279158,979.8500339120493
110,17594.7946223432,17119.692332572406,475.10228977077486,29669.015521655583,5017.745911708889,0.23783987750189917,7056.4750265310195
111,16426.521452923385,16156.462198777495,270.0592541458848,28434.196976617906,9992.483143886071,0.07087214067975206,2015.192410411552
112,9704.899362007065,9180.847397236757,524.0519647702913,19185.714442568453,4695.339739003264,0.24942909345747516,4785.475367119616
113,17690.61091857039,17364.492397325597,326.11852124479094,50462.42978867369,13328.561450076762,0.3853016501962617,19443.25750211953
114,8229.477237852661,7715.953577286775,513.5236605658783,34320.67092038819,18033.832098708066,0.2347670194687732,8057.361628677421
115,1088.0396337682812,975.8248213041002,112.21481246418132,7250.930146318105,5502.950632430268,0.09101451455929288,659.939888096503
116,13839.65198480258,13761.382101410569,78.26988339201601,31710.211214472136,17411.231888653394,0.014485156520078368,459.32737319245166
117,10809.546386444004,10577.731399906206,231.81498653778752,43423.574227963385,16588.593417379685,0.36904918013965343,16025.434492962133
118,1989.7364083984721,1485.5057903619406,504.2306180365309,12195.978438149437,7495.89557659853,0.2222328023203417,2710.346468833191
119,1760.3076911569929,987.0615848959803,773.2461062610125,12517.26637727645,7862.369050865899,0.2312477469542067,2894.589651536132
120,14125.481468855492,13780.180943582189,345.3005252733018,58593.346147706245,15197.130112807135,0.49955731408220355,29270.734683126637
121,6105.386308595911,5680.688657726636,424.6976508692747,44156.56898910153,19674.445777901707,0.41617221100887886,18376.736978236775
122,5207.988323980551,4946.395025655792,261.593298324754,18119.08284979322,11427.118447579296,0.08190128102258715,1483.976097968811
123,4265.4125766820725,3665.7918353420564,599.6207413400167,9847.629308197162,4684.599866256316,0.09115055482025786,897.6168760940443
124,16885.00470594102,16449.77755427926,435.22715166175476,31439.87256209069,13362.013430577688,0.03794081717907993,1192.8544582517507
125,17696.60600881892,17376.430752322347,320.17525649657944,37767.25367037108,11518.382532516198,0.22644657304040583,8552.265177859035
126,3266.301275661894,3047.3370187007567,218.9642569611315,25253.15659544432,12706.44295457514,0.3674951428501668,9280.412405132918
127,16576.21342658269,16338.577306325344,237.63612025734972,42213.207366740586,12358.16565930979,0.3145657283915266,13278.828342434172
128,12469.272649167078,12226.011849447292,243.26079971978814,36943.09381274649,18133.545021356484,0.17162277234556983,6340.27618681987
129,10427.129204089972,10192.22246135759,234.90674273237897,17318.573009388383,6677.258821970622,0.012367358472909484,214.18500086322794
130,3333.636578461327,2576.6881497846634,756.948428676664,15133.087652869326,6753.834781449425,0.3334161820661219,5045.616315661021
131,17041.318982934637,16527.988460618843,513.330522315788,40227.1791413389,12186.907824662503,0.2734209210972493,10998.952389106926
132,10326.668799266597,10144.10568153876,182.56311772783206,38595.50941188905,19847.796895494546,0.2181871384531947,8421.043766494588
133,18667.715421500117,18392.411094051233,275.30432744887787,21082.376152209872,1297.9632173090447,0.05296829571869832,1116.6975356622402
134,18916.505747948402,18633.695092127626,282.8106558207621,41656.01807145593,17010.804309421583,0.13752413987133982,5728.708062384128
135,10046.917069484973,9890.323926048515,156.59314343645102,28073.351819378855,15702.755261792716,0.082771716435032,2323.6795187078865
136,5800.923783232564,5692.847091650126,108.07669158243583,13947.452752493129,5433.554500113131,0.19451397550781713,2712.974486463006
137,5163.318454635847,4794.450428702934,368.86802593290724,32177.39635816449,19843.639817793486,0.22284084262439613,7170.438127139025
138,19480.60522755792,19328.272006864634,152.33322069326914,27208.922008887712,5301.351467887586,0.08919740884472988,2426.965343315768
139,15390.701513822221,14852.439423479016,538.2620903432044,32409.57547797307,3279.7442127990043,0.4239219298968947,13739.129807610834
140,4712.619555944495,4126.694004212023,585.9255517324688,38705.5783278596,18490.982153796154,0.4005101416006093,15501.976682683126
141,12460.821277129728,11964.325360772298,496.49591635741626,29298.569705497415,4683.607392822392,0.41483735168694374,12154.141085614398
142,3011.3329672821883,2613.9953425970557,397.3376246851314,4617.317492147828,1028.1306580258395,0.12514926089440692,577.853872117634
143,18044.905508537802,17479.64618167538,565.2593268624125,29927.510286947872,3418.631975982857,0.2828158022903117,8463.972844156384
144,14475.11251856209,14336.17337235131,138.9391462107793,43595.79060407117,17529.37020086357,0.26588135614998687,11591.307944030721
145,11383.475759466555,11286.916679985956,96.5590794805943,30415.978171953695,7455.6822242119715,0.3806164034325231,11576.820237382008
146,19116.86489822253,18404.493360221597,712.3715380009394,46466.392273009275,9786.685439825127,0.3779687021587354,17562.842009662665
147,5797.718740471185,5325.931063953995,471.7876765171858,18878.414749326508,11352.734835009354,0.0915310536222872,1727.9611946264406
148,19829.496018310325,19422.948647966026,406.5473703442797,25792.464417515308,1382.2804380726914,0.17759791824367405,4580.6879924946425
149,9740.332293313988,9408.355089692483,331.97720362149715,33756.89194536948,19266.12183417902,0.14072497726749394,4750.437857161792
150,18456.7138264373,18185.910762867592,270.8030635697022,30569.27284491983,11684.937372855153,0.013988611321113509,427.62167663034165
151,5393.609290541902,4846.271081797882,547.3382087440157,14964.851402159029,5593.408220899098,0.26581178782095927,3977.833911100882
152,15568.059474498381,14893.80214333682,674.2573311615738,28984.28891176314,9233.555031651284,0.14430833364003087,4182.674439485826
153,7229.83017223838,7050.899309487302,178.9308627510735,31430.826630587908,11525.196842875775,0.40329195906571297,12675.799668147447
154,2987.5322983951273,2279.0648205906323,708.4674778044952,21999.49069949916,11810.781693530467,0.32733379276534785,7201.176740278481
155,14684.792116814435,14253.673168288322,431.11894852610703,42884.88357671005,8883.934878471242,0.4504187726138421,19316.156659456297
156,3077.8281194529336,2693.701410807177,384.1267086457532,28840.560928846353,15415.447967553364,0.35877543769723463,10347.284886817366
157,14482.807517234949,13715.224379571493,767.583137663444,24968.514229704386,1021.9540407588638,0.3790274667373001,9463.752711919295
158,5718.727472064789,5603.527970898407,115.19950116637435,43714.03129573155,19437.86565763455,0.4245190310681385,18557.438241993066
159,6690.98408262496,6567.262513282163,123.72156934279346,26791.986056016773,12114.762541418719,0.2980831447906633,7986.239470142828
160,8523.430747298093,7915.3403752022405,608.090372095848,17478.765925060856,1076.761642202046,0.45075113350784535,7878.573567383751
161,7604.77142770322,7057.946552170827,546.8248755323946,24665.792198944753,11308.59536113556,0.2332147043312019,5752.4254422737695
162,17978.550514842853,17880.207425381206,98.34308946163443,66790.75645314307,19420.52804232312,0.4400560724804417,29391.678015258247
163,16156.336376158473,16074.931959416652,81.40441674181585,43626.008730844,14764.84789019224,0.29122133511005477,12704.824526044242
164,9009.719720959503,8279.076341444683,730.6433795148148,15567.90530624669,2105.8564054982935,0.2859941082484798,4452.329201592502
165,5904.246405770306,5604.775674596384,299.47073117391807,35003.91991012171,19590.972251048912,0.2716467559268092,9508.701301361474
166,14183.081696516694,14073.3422192107,109.73947730598863,35220.78110104014,9752.870347814598,0.3204025787944938,11284.829108534803
167,3238.330534479545,3162.7819225932326,75.54861188631659,26604.990607897176,11326.504060647452,0.4525525386128602,12040.156061368438
168,15791.46666938972,15681.852374252172,109.61429513753616,48164.11808767074,18993.995292440446,0.2777722650221101,13378.656192528839
169,17387.40996245344,16890.396382285293,497.0135801681512,40888.26272868694,13316.88917015639,0.2490681422329145,10183.963650527145
170,15903.78109047391,15839.832871976847,63.948218497055336,47819.07446321165,10324.681365951941,0.4515062722766631,21590.61209396832
171,17511.12473155106,16836.785356480766,674.3393750702814,40896.48044518771,10166.052935890979,0.3232381533750704,13219.30283817532
172,15637.899442347689,15020.144785002783,617.754657344898,65084.473544426706,18310.71805913118,0.4783914567086259,31135.856167724305
173,2572.670451013143,2390.1996276111977,182.47082340194058,23432.437233594483,11993.102639668194,0.3783927415639749,8866.66418060967
174,13414.923756754106,12658.533089826833,756.3906669272592,42576.57129305193,13773.714102559308,0.36141786454341,15387.933500412104
175,8297.346936533224,7785.269130571932,512.0778059612808,28242.251566462855,12341.30706615789,0.2692277410715766,7603.597602418862
176,11796.49421626794,11242.056273495078,554.4379427728521,41142.18154128516,14917.142075355028,0.3506995679440499,14428.545313026032
177,8365.19962986428,7997.268531069054,367.9310987952216,24395.776662122382,12957.358137932055,0.1259733994652194,3073.21892223798
178,5361.535673523486,4698.626396065964,662.9092774575195,13867.759767816526,5537.867605830144,0.21404729761900254,2968.356506107415
179,9674.77347290571,9065.811079159143,608.9623937465561,24154.21536967318,10214.780453197758,0.17655971856069563,4264.661472903001
180,17587.176635522803,16928.49241158279,658.6842239400044,38485.061261620926,17635.07320676856,0.08478124630318423,3262.8114613796765
181,4723.849494045094,4372.57515932593,351.27433471916277,27304.763994232693,17148.355255099166,0.19896012554954368,5432.559279175079
182,4243.222026409785,4010.3978553730176,232.82417103676522,14639.049913523753,9836.417390359362,0.0382135804371338,559.4105119752932
183,18789.200785178164,18226.38600582788,562.8147793502706,56462.816557664235,11677.042771829598,0.46041934572232257,25996.57310529848
184,10667.483908950771,10218.115568069914,449.3683408808563,12837.932171360899,1260.4323348179464,0.07088493133342727,910.0159414095574
185,7136.048211652115,6784.508746432329,351.5394652197855,13508.7372894813,3739.2980921693925,0.1949398335860038,2633.391002439577
186,14806.518624150976,14214.44667574609,592.0719484048744,30216.514530399007,7047.414537323276,0.27675532830658495,8362.581410703866
187,14107.975961909806,13561.108796952074,546.8671649577328,47985.9403537766,10826.593574052258,0.48037760010232416,23051.370910162237
188,12651.650978215599,12540.960857957316,110.69012025828079,25854.705096344354,11128.72910140147,0.08023007939376114,2074.325044837253
189,15760.90350040922,15135.5783873775,625.325113031723,36467.7678893791,4017.59572333879,0.4576443711258636,16689.268732870674
190,16892.717512686548,16474.885169031782,417.8323436547628,30268.058801233317,11015.194606957693,0.07797482908817949,2360.146714416877
191,14169.463497360137,13436.51653307099,732.9469642891416,57633.01290912177,19149.576610819666,0.4218757901294229,24313.972900631634
192,19889.273161148598,19690.136697621725,199.13646352685407,50782.026092537686,16536.265113190853,0.28270805585462677,14356.487888995098
193,3913.735937397288,3124.2808818946423,789.4550555026439,6538.688344738952,1974.3168142851182,0.0995055224063,650.6356003177654
194,18075.29291244472,17712.48920745447,362.80370499022354,32364.50050955653,13943.518870326381,0.010681109045630188,345.68875949934784
195,19975.367396801765,19616.659233085014,358.7081637167348,39550.055145167826,12659.733467377875,0.17484057342415865,6914.95432891838
196,10170.922785475475,9832.66310600347,338.25967947200525,20560.960849526902,8324.698077016576,0.10044958612152288,2065.3400098917814
197,2317.0362819014717,2184.29569660751,132.74058529395904,22401.527083390174,14031.904677100707,0.2701863191852341,6052.586155082853
