simulation_number,Q_raw_inf,C1_surface_area,C1_height,Q_int,Q_was,Q_ext,inf_S_O2,inf_S_N2,inf_S_NH4,inf_S_NO3,inf_S_PO4,inf_S_F,inf_S_A,inf_S_I,inf_S_ALK,inf_X_I,inf_X_S,inf_X_H,inf_X_PAO,inf_X_PP,inf_X_PHA,inf_X_AUT,inf_X_MeOH,inf_X_MeP,inf_COD,inf_BOD,inf_TN,inf_TKN,inf_TP,inf_TSS,inf_VSS
4004,7597.4885231532335,1365.8340645446087,9.433686619147695,12746.211093525055,182.91457501456927,16503.658288108316,0.44408639689855917,441.1799566330808,0.08670264203984854,113.23982804109141,112.60347653206674,0.303421757298339,0.004164621739576362,523.05091212938,65.84541481020749,2042.5824567685233,114.31779874351453,6558.3487104532005,442.4427794740825,148.29993961660577,0.015772942583523734,548.7698661886355,0.7548525058584111,154.38325281380156,10229.835883078958,4344.412163649721,692.4597984703694,579.219970429278,465.1729879226899,9045.717605977941,7327.108003223955
4005,9924.129861294708,1403.8496341968553,9.154856724960107,6524.796627413227,761.7107958753642,8534.281034072439,0.43002834637689813,532.7099722638327,54.49073077380047,39.211442676731146,105.17996243715072,0.31838868820056765,0.03817126835282774,722.7017699265024,351.6051788273449,1104.6642341121,185.88898267352917,6422.980488076327,952.3678742856413,293.3556287993338,164.06019322496496,556.612975761986,0.831022030554293,149.9534543017139,10109.633078017605,4697.7669155777985,685.7048804683026,646.4934377915715,600.8800764438588,9301.561126633747,7167.439103145745
4006,5890.821217077824,1020.7038688849348,6.005321749069292,7140.723967029842,315.10367985815486,9886.013618149842,5.657260802983158,143.66054056980528,162.93158965886204,314.29576981636944,142.21793788822941,0.5636940524756732,0.0016374851641097993,651.9792412526978,0.5988817405750696,1241.2137109766702,125.91473014938033,8269.465995909271,774.1511236136308,258.86497027496273,3.8446562881826862,267.4234975969667,0.03598244581084068,87.7393571783049,11334.55828732444,5351.666840022805,1165.3977693332322,851.1019995168629,619.0000255735384,10330.232905452422,8195.509148634577
4007,11418.328434312958,1858.147019004583,5.646266127057772,27768.02509554784,151.33985045254508,16927.8213008546,0.476714772838915,408.13601967816027,97.642912480916,158.17721728576092,0.30268670782616686,0.19173761539589795,0.0018782472938842973,938.8191055042565,126.26799047332655,1418.671867987205,152.74843324879424,8782.65462740171,760.0692493407676,205.30614317073585,1.1488929829107934,283.3104342967035,54.293808288027115,28.88799547867537,12337.616226625036,5657.216323781016,987.5198494126199,829.342632126859,423.7784799923224,10768.007325489287,8732.818667262765
4008,2452.6783930533575,2558.967995260383,4.7075523682902585,2477.2855167636435,699.2793439227293,5817.647998614907,7.335336392374237,336.5124851642904,0.013690995435350033,165.19532450276782,227.29400951534163,1.1593539148687861,0.0003345200832838976,535.9977813297094,31.488773672622255,3193.306750842562,39.169156613834225,2225.8228402068944,499.16651142957943,167.83863856628903,0.004835911333581562,693.074343012608,0.20992058150747334,94.64120002120485,7187.701907781473,1960.3616275482095,475.30113383578663,310.10580933301884,515.2671174532048,6136.773183566539,4785.086163285449
4009,4789.188388357215,1354.2058481562294,2.3141394532282042,8255.4017869243,213.44796107787727,5507.670637909385,1.5774555374103667,434.26350330523974,0.11896488967409224,243.84668913334977,264.65104306995954,0.2478771705421427,0.0011905901107681243,515.924732647844,256.6659797508811,2053.690334988534,130.21448774677228,8465.843981906843,314.00331024561217,105.58126586576628,0.005921891736041878,301.1519448571938,0.058948406117679375,26.60070964119714,11781.083782045187,5221.357460321661,931.0846704649355,687.2379813315857,579.1569151124359,10178.006628932475,8545.37353442799
4010,19008.103140078543,1165.1675377079923,8.032919622447377,28239.393216330376,150.55964537045358,18387.41894753983,3.3908252177885916,365.21107727735927,0.0641179179876376,156.71017887470103,170.97270855165053,0.342789229499527,0.0014749615771040793,419.7506952296212,42.350246129867564,866.3098624228048,142.9884887418922,8853.099311756654,291.55230233848863,97.91297149521114,0.052666128366266905,558.5750927399704,0.3301073087063144,107.29392481408195,11132.672683548873,5581.4402799411355,863.2536936984596,706.5435148237585,495.08200929460475,9913.317383162816,8269.008078843424
4011,18890.086640357356,1597.4271839297396,9.308162633890818,3293.8880225887,429.0792387335976,2916.5435703454937,4.774586673151703,115.54549302234857,248.1985351168509,315.8599173668129,118.04061615235476,2.0618253958132216,0.001277842936751863,374.64767327056245,0.16059629664057415,620.5569790139833,97.39663892441416,6544.56549506793,522.8203563589384,172.83189414785312,0.3318087640060906,369.6658473242705,0.010907769033306848,81.53072930098196,8532.047901962855,4272.287464888291,1104.7674080280797,788.9074906612669,463.55799161406406,7870.960464263299,6300.540737001767
4012,6496.873447075752,1042.654118994389,7.510831984275564,779.8521511349329,721.4207365654631,10890.022346938193,6.301928624918457,474.58469250282906,0.03323416889697343,201.13274644222176,227.90482863037695,0.47829098078298987,0.00022529673960814905,248.73315766325638,221.03087735858387,2504.3576600737188,75.92591896247441,4802.883086760928,719.1601101334188,239.6185788351373,0.002500367887390531,497.6136629730066,0.31779929686623876,123.94610976388915,8849.154613212211,3455.3557223694115,678.1678310678628,477.03508462564116,639.1794730870633,8249.975311191502,6401.081776116912
4013,19955.7370374723,1957.7932956070463,2.5156950367561848,37233.346835296536,179.28815410565463,17644.061729150846,6.523252640602424,231.2463745160469,11.33423234360868,405.68215756074477,119.06873260424126,30.856002089998515,0.002147033131758629,590.1014832945492,0.0476978384376704,1372.7404067516811,107.13187301765433,5240.343751572047,573.2676031315347,190.74918103041946,1.93587949570972,1349.669261416728,0.00481357554458499,79.23450608101106,9266.048407803035,4144.380657028851,957.0128109841603,551.3306534234156,484.4635171080559,8252.44710762564,6584.231251331926
